sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
PRDX3P2	0.1166	0.6991	0.5195	0	0.3782	0.191	0	0.6922	0.0942	1.8202
HMGB3P2	0	0	0	0	0.4616	0	0	0.1609	0.0985	0.197
HMGN2P34	0	0.5293	0	0	0	0	0	0	0	0
RB1-DT	0.5446	0.3497	0.6352	0.5896	0.4204	0.4141	0.1735	0.2822	0.1885	0.0419
IGHV4-31	0.333	86.4945	2.4719	58.733	5.2189	24.6791	27.605	1.9764	0.9412	0.448
FCF1P9	0	0	0	0	0	0	0	0	0	0
SNRPGP13	0.8052	0	0.5977	0	0	0	0	0	0	0
RPL7L1P2	0	0	0	0	0	0	0.1434	0	0.0779	0
JKAMPP1	0	0	0	0	0	0	0	0	0	0
RPL21P35	0	0.1541	0.687	0	0.0834	0.3789	0.1147	0.3052	0.1246	0.249
RPS18	3206.1168	3585.8597	2267.9335	3695.4819	2336.7349	5592.1761	2669.603	1119.593	1806.2751	790.9578
MTND4LP1	0	0	0	0	0	0.3717	0	1.7959	0.3666	3.1755
PTMAP4	4.9432	7.613	2.7519	3.2637	1.7809	4.5539	3.3688	11.1372	3.8256	9.4212
NMD3P2	0	0	0.139	0.0645	0	0	0	0	0	0.1008
LINC01353	0	0.3148	0.2005	0.1861	0.1946	0.7373	0.6024	0.1484	0.6544	0.3149
RPL34P20	0	0	0	0	0.1097	0	0.1509	0.1339	0	0.1093
LINC02782	0.1587	0	0	0	0	0	0	0	0	0
SEPTIN14P21	0.0483	0	0	0	0	0.0396	0	0.0319	0	0
E2F6P4	0	0	0	0	0	0	0	0	0	0
CCNQP2	0	0	0	0	0	0	0	0	0	0.0599
CBX1P5	0	0	0	0	0	0	0	0	0	0
SEPTIN14P1	0	0	0	0	0	0	0	0.0725	0	0
FAM27C	0.033	0.1364	0.1887	0.0389	0.2443	0.0308	0.0455	0.0248	0.0342	0.3395
FAM225A	0.0465	0.5341	0.1208	0.0881	0.2136	0.9138	0.821	0.161	0.6758	0.0438
LINC02779	0	0.0875	0	0	0	0	0	0.0577	0	0.0471
HINT1P1	0	0.3767	0.2799	0	0.3056	0.3088	0.2803	0.6216	0.1522	0.9131
LINC01249	0.0755	8.0086	0.028	0.013	0.0102	0	0	0	0	0.0102
FBXO36-IT1	0	0	0	0	0	0	0.091	0.1615	0	0.3295
LINC00278	2.5202	0.7145	0	0	0	0	0	3.5147	0.2338	4.0961
MTCO3P10	0	0	0	0	0	0	0	0	0	0.0497
DPP10-AS3	0	0	0	0	0	0	0	0	0	0
ELOCP9	0	0	0	0	0	0	0	0	0	0
RPS6P2	0	0	0	0	0	0	0	0	0	0
TAB3-AS1	0	0	0	0	0	0	0	0	0	0
RSL24D1P11	0	0	0.2155	0	0.3137	0.2377	0.4316	0	0.3516	0.2343
RPL3P5	0.1157	0.1156	0.1717	0	0.1563	0	0.043	0.1526	0.0467	0.1556
OR55B1P	0.1369	0.0821	0	0	0.0148	0.0224	0	0.0181	0	0.0147
ATP5MKP1	0	0.8044	1.1954	0.2774	0.4352	0.9891	0.5987	4.248	2.276	9.0999
PTCHD3P2	0.1183	0.0591	0.7024	0	0.032	0.1453	0.3517	5.3818	0.2388	0.2228
PDE4DIPP6	2.2685	1.7958	3.0818	0.6635	2.2552	6.0811	1.8456	3.3446	0.795	1.9923
IGBP1P3	0	0	0.1058	0.0982	0	0	0	0.141	0	0.0383
MRM3P1	0	0	0	0	0	0	0	0	0	0
RSL24D1P3	0	0.2876	0	0	0.0778	0	0	0.0949	0	0.0775
CLEC12A-AS1	0	0.09	0.107	0	0.0195	0.0148	0.0402	0.0119	0.0873	0.126
CEACAMP5	0	0	0	0	0.0401	0.3036	0	0.0978	0	0.1197
RPL7AP44	0	0	0.1358	0	0.1483	0.0749	0.068	0	0	0
EIF4A1P11	0.321	0	0	0	0.1735	0	0.2387	0.635	0.5185	0.5182
NEK2P2	0.0533	0	0	0	0	0	0	0	0	0
LINC02595	0	0.603	0.1887	0.0438	0.0687	0	0.0472	4.8816	0	2.3424
MTND2P19	0	0	0	0	0	0	0	0	0	0
S100A11P7	0	0	0	0	0	0	0	0	0	0.302
PPIAP63	0	0	0	0	0	0	0	0	0	0
LINC02015	0.0219	0.1969	2.3409	0.0453	9.409	1.076	0.635	0.0433	12.168	1.7914
MTCO2P20	0	0.1058	0.4716	0	0	0.0867	0	0.0698	0	0
RPL7P21	0.2245	0.3363	0.3332	0	0.1213	0.0919	1.2515	0.222	0.1813	0.5435
MTND4LP21	0	0	0	0	0	0	0.1796	0.1593	0	0.13
FAHD2CP	6.3272	10.7785	2.5708	0.8489	1.4037	5.3449	3.169	1.3615	1.1295	3.2794
RPS23P9	0	0	0	0	0.0879	0	0	0	0	0
SNORD62B	11.6012	13.2449	13.5321	0	7.165	8.1429	1.2321	24.5896	0.6692	7.1348
SHQ1P1	0	0	0.137	0	0	0	0.0343	0	0	0
LINC01363	0.0369	0	0.0548	0	0.0399	0.0303	0	0	0	0.0596
DLEU2	0.6121	2.2624	1.3539	0.2867	1.2735	0.8822	0.769	1.8526	0.6228	1.1528
EHBP1-AS1	0.6451	2.7282	1.0216	0	1.0343	0.317	0.2078	1.4748	0.1563	0.6828
PIK3CDP1	0	0	0	0	0	0	0	0	0	0
ANAPC15P1	0	0	0	0	0	0	0	0	0.1457	0
ANKRD44-AS1	0	2.8164	1.6276	0	0.5078	0.3848	2.5618	0	0.1265	0.3371
RPS29P7	0	0	0	0	0.6756	0	0	0.2748	0	0.2243
SLC47A1P2	0.0481	0.144	4.7084	0.1655	3.6616	0	0.2144	0.4436	2.9105	1.3964
ATP5F1BP1	0.0453	0	0	0	0.0245	0	0	0	0	0.0244
AGBL5-AS1	0.1751	0.3498	0.7798	0.3619	0.0946	0.4302	0	0.2309	0.1414	0.2827
USP17L29	0	0	0	0	0	0	0	0	0	0
LUARIS	0	0.1221	0.0726	0	0.0528	0.3402	0.0908	0	0.0789	0.0263
YWHAQP8	0	0	0	0	0.1305	0	0	0.3186	0	0.13
KRT17P6	0.0459	0	0	0	0	0	0	0.5447	0	3.2843
FSIP2-AS1	0.6283	0.2092	0.3997	0.0618	0.291	0.245	0.1112	0.7497	0.1933	0.1771
LINC01698	0	0.1336	0.0794	0	0	0	0.0994	0.0706	0	0.1584
SPATA31B1P	0	0	0	0	0.0192	0	0	0	0	0.0382
RFESDP1	0	0	0	0	0	0.1266	0	0	0	0.0832
DLG3-AS1	3.2527	0.7385	0.878	2.954	0	0.6054	0.5496	1.2675	0.3582	0.3183
CD109-AS1	0.4334	0.7938	1.8232	0.0995	1.3664	0.3549	0.3759	0.262	1.721	0.0194
RPS6KA2-AS1	0	0	0.1687	0	0.0614	0.2792	0	0	0.0918	0
EMP2P1	0.2025	0.2022	1.2022	0	0.6564	0.1658	0.1505	1.2015	0	1.8521
RPS8P6	0	0	0	0	0	0	0	0.0772	0	0
COA6-AS1	9.2953	4.2096	5.7038	9.0509	4.4874	7.1044	5.5285	2.3701	2.2019	1.6007
OGFOD1P1	0.2238	0.2236	0.1329	0	0.0968	0.11	0.1664	0.1181	0.0361	0.1204
LINC01704	0.2065	0	0.3576	0.1422	0.3161	0.1127	0.307	0.0227	0.3335	0.0556
OR7E111P	0	0	0	0	0	0	0	0	0	0
PPP2R2DP1	0.1119	0	0	0	0	0.1832	0	0.1475	0	0
LINC01307	0	0	0	0.0397	0	0	0	0	0	0
DIRC3	0.0086	0.5088	0.7561	0.2022	0.9516	0.1979	0.3401	0	0.8016	0.065
LINC00410	0	0	0.1049	0	0	0	0	0	0	0.057
LINC02723	0.1447	0.2168	0.8593	0.0997	0.2737	1.0072	0.8606	0	0.7595	0.1947
LINC01891	0	1.8526	0.3933	0.0913	0.3579	0.1085	0.197	0	0.107	0
EIF1P3	1.4936	0.6394	2.2173	0	1.153	0.5242	0.6345	2.2512	0.3446	5.6262
ANKRD11P2	0.1443	0.2162	0.1071	0.0497	0.1949	0	0.1609	0.4281	0.1165	1.5138
RPL21P43	0	1.81	0	0	0	0	0	0.0996	0	0
LINC01090	1.7096	0	0.2004	0	0.0243	0	0	0.1483	0	0.0242
LINC00574	0.1932	0.2206	0.1229	0.4754	0.358	0.1808	0.1436	1.1284	0.8693	0.2228
NANOGP5	0.0813	0	0.1206	0	0.0878	0.0665	0	0.7502	0	0.8746
BMS1P13	0	0	0	0	0	0	0	0.0531	0	0.0867
CYCSP43	0	0	0	0	0	0	0	0	0	0
PABPC1P1	0.6029	0.8432	0.179	0	0.1955	0.4937	0.2689	2.2264	0.4869	3.2445
LINC00899	14.103	1.9428	3.6356	2.1834	2.7558	1.7105	3.7378	0.2945	1.0121	0.3876
H3P5	0	0	1.15	0	0	0.2114	0	0	0	0
COX6CP2	0	1.582	1.4106	0	0	0.7781	0	0	0	0.1704
CDY23P	0	0	0	0	0	0	0	0	0	0
LINC02789	0	0	0	0	0	0	0	0	0	0
LINC-PINT	2.557	4.0444	2.4721	1.0548	0.9084	1.551	1.5138	0.6974	0.6055	0.654
CHMP4AP1	0	0	0	0	0	0	0	0	0	0
CAPZBP1	0	0	0	0	0	0	0	0	0	0
VN1R110P	0.0734	0.1466	0	0	0	0.0601	0.0546	0	0	0
HMGN2P38	0	0	0	0	0.2907	0.6606	0.1999	0.1773	0.4343	0.1447
TMSB15B-AS1	0.0465	0.3099	0.4376	0.0321	0.4024	0.0889	0.1845	0.0205	0.4134	0.4174
ARHGEF9-IT1	0	0.1807	0	0	0	0	0.1345	0	0	0.1947
RPS2P18	0.0806	0	0	0	0.0436	0	0	0.1063	0	0.1301
TSPAN19	3.4542	0.2963	0.0259	0	0.0189	0	0.013	0	0.0986	0.0188
GAPDHP59	0	0.5333	0	0.1839	0.7212	0	0.3969	0.352	1.0777	1.1491
LINC01273	0.7659	0.0383	2.1603	2.4008	1.5934	0.1254	0.2562	1.1111	1.5771	0.0618
ABCA9-AS1	0	2.1905	0	0	0.0129	0	0.0354	0.1415	0	0
NANOGP10	0	0	0	0	0	0	0	0	0	0
EMBP1	1.7615	2.7758	0.9208	0.5299	0.5162	0.1219	1.2266	4.6216	1.122	0.7143
CHODL-AS1	0	0.0637	0	0	0	0	0.0474	0	0	0.0687
ARHGAP15-AS1	0	0	0.0824	0.0382	0.06	0.0454	0.0413	0.0366	0	0.0299
SLC66A2P1	0	0	0	0	0	0	0	0	0	0
DLX6-AS1	0.1897	0.72	0.2878	0.0087	0.1207	0.0138	0.0376	0.6198	0.0749	0.0159
PPP1R11P2	0.1866	0	0	0	0	0.4583	0	0	0	0.2008
MTCO2P5	0	0	0	0	0	0	0	0	0	0
RPS27AP5	1.6383	2.864	2.4321	1.5989	0.9591	0.6708	0.609	25.2072	1.323	8.6691
LINC01354	4.1959	0.0878	0.5218	0.2422	1.1634	0.2518	0.5553	0.0145	0	0.0709
TMEM44-AS1	25.7019	13.7356	20.4789	11.6087	15.6378	8.0582	5.846	4.8001	3.0843	7.254
LINC01611	0	4.3234	0	0	0.9355	0.0788	0	0	0.3107	0.1035
MTND4P21	0	0	0	0	0.0284	0	0	0	0	0.1978
RBISP6	0	0	0	0	0	0	0	0.1536	0	0
LINC00575	0	0	0	0	0	0	0	0	0	0
DBIL5P	1.1181	0.5851	0.4742	0.3118	0.187	0.2834	0.2177	0.1229	0.129	0.4441
H2BP9	0	0.8221	0.4887	0	0.1779	0	0	0	0.2658	0.7971
RPL31P50	1.6853	0	1.0723	0	0	0	0	1.5876	0	0.6478
PIK3CD-AS2	0.5313	8.1124	6.9855	29.8557	9.228	4.4747	3.6111	5.2549	3.7999	0.4901
DOC2GP	0.4757	2.6703	0.6053	0.3433	0.4285	0.1669	0.1347	0.2988	0.0915	0.7802
ITCH-IT1	0	0	1.0173	0	1.1109	0	0.2547	2.4852	0	3.8718
PA2G4P6	0.4763	0.4163	1.6793	0.1231	0.4826	0.0488	0.3541	0.5104	0.0481	1.2175
ANP32BP2	0	0.1306	0	0	0.0707	0	0	0	0	0.1407
DNAJB6P3	0	0	0.1381	0	0	0	0.0692	0	0	0.1001
RPL21P85	0	0	0.2232	0	0	0.1231	0.1118	0.1983	0.1214	0.5663
PCAT7	6.4698	1.8811	0.5913	0.0083	0.6066	0.2965	0.1256	3.2714	0.2729	1.6823
LINC01388	0	0.1711	0	0	0.1852	0	0.1274	0.113	0	0.2766
NANOGP9	0	0	0	0	0	0	0	0	0.0645	0
RPL36AP35	0	0	0	0	0	0	0	0	0	0
SNRPCP9	0	0.3439	0.5111	0	0	0.2819	0	0.227	0.278	0.1853
LINC00210	0	0	0	0	0	0	0	0	0	0
LINC01198	0	0	0.0744	0	0.0135	0	0	0.0165	0	0.0067
NPM1P48	0.0835	0.1669	0.124	0.0576	0.0903	0	0	0.0551	0	0.1349
SMC3P1	1.5513	3.1964	2.447	0.1336	1.1527	1.3498	0.3604	2.4935	0.7047	1.2522
AKAIN1	0.0229	0	0.1697	0	0.0494	0	0	0.0151	0.0554	0.0369
LINC01819	0.0856	0	0.2033	0.1061	0.0462	0.3504	0.1272	9.1865	0.0691	0.0921
MTHFD1P1	0.3352	0.2318	0.1914	0	0.1811	0.1689	0.0383	0.119	0.0833	0.4717
RPS7P2	0	0	0.5229	0	0	0.0961	0	0	0	0
DPY19L4P2	0	0	0.0653	0	0	0	0	0.058	0	0
TMEM139-AS1	0.0353	0.0353	0.0524	0.0243	0.0573	0.1446	0.0263	0	0.1141	0.5891
FAM192BP	0.3741	0.0934	0.1388	0.0644	0.2022	0.2298	0.3476	1.2951	0	1.6608
HMGB3P14	0.119	0.3566	0.5299	0.082	0.5143	0.3897	0.0885	0.2354	0.0961	0.2561
KRTCAP2P1	0.1546	0	0	0	0.1671	0.1266	0.1149	1.3252	0.2497	2.8284
UBE2V2P4	0	0	0.4085	0	0	0	0	0	0	0.2961
MRPS9-AS1	1.3343	2.9688	1.1705	0.0418	0.7866	0.596	0.3156	0.24	0.3429	0.4243
CYP21A2	0.2274	4.0126	1.2001	0.2611	2.0887	7.1783	1.0893	0.0167	0	0.0544
MORF4L1P5	0	0	0.2202	0	0	0	0	0.0978	0	0.0798
STAT4-AS1	0	2.6012	0.6104	0.1888	0.2962	0	0.4076	0.1807	0.332	0.5162
OR5K2	0	0	0.1996	0	0.0363	0.1101	0.1499	0	0	0
KRT17P3	0	1.8616	0.0838	0	0	0	0	1.2288	0	9.1164
IPO9-AS1	0.3916	0.3353	0.1661	0.0771	0	0.0916	0.3327	0.0369	0	0.1806
TSPY18P	0	0	0	0	0	0	0	0	0	0.0753
SNRPFP1	1.1312	1.4125	0	0.7793	0.1528	0.2316	0	3.7296	0.4567	9.2831
TXNL1P1	0	0	0	0	0	0	0	0	0	0
F10-AS1	1.0254	0.3414	0.7611	0	0	0.6997	0.2541	0.1127	0	0
NDUFB1P1	0.3959	0	0.5878	0	0.214	0.3242	0	1.8275	0.3197	1.7044
PRH1	0.2493	0.5661	0.7403	0.1249	0.3797	0.6311	0.2359	0.4335	0.3478	0.3171
MTND5P15	0	0	0.3031	0	0.7724	0.1672	0.1518	0	0	0.8791
TRAF3IP2-AS1	1.1831	2.7626	4.2591	1.6811	3.2686	1.102	1.5392	0.8484	1.1465	1.2096
DARS1-AS1	2.2901	1.3228	5.1883	0.1944	2.9796	0.6755	0.3712	0.5654	3.4358	2.4356
WDR95P	0	0	0.2744	0	0	0	0.0344	0	0	0.0995
MARK2P14	0	0	0	0	0	0	0	0	0	0
MYO3B-AS1	0	0.046	0	0	0.0125	0.0283	0	0.0152	0	0.0248
GOT2P1	0	0	0	0	0	0	0	0	0	0
SETP10	0	0.1749	0.3899	0	0	0	0	0.7505	0	0.2356
COX7BP6	0	0	0	0	0	0	0	0.3884	0	0
GAPDHP37	0	0.1471	0	0	0.0796	0	0.1642	0	0.1189	0.1585
IDH1-AS1	15.6673	0.7608	0.6461	6.8961	0.588	0.5346	1.2133	1.8654	0.9665	0.5855
MAP1LC3BP1	0.095	0	0	0	0.0513	0	0.0706	0.1253	0	0
GAMTP2	0	0	0	0	0	1.0083	0	0	0	0.497
TPRKBP1	0	0	0	0	0	0	0	0	0	0
RARRES2P3	0	0	0.671	0	0	0	0	0	0	0
LINC00387	0	0	0	0	0	0	0	0	0	0
SALL4P5	0	0	0.1202	0	0.0219	0.0332	0	0.0267	0	0
NEBL-AS1	4.0812	0.5227	2.7964	6.2723	1.64	1.9709	0.3112	0.8281	0.4225	0.0563
PSG1	0	0	0.0853	2.3851	0.0078	0	0	0	0	0.1855
TAPBP	147.9129	703.2564	308.4964	221.8984	281.9284	165.8726	181.5173	176.7833	300.9551	229.5826
SEPHS1P7	0	0	0.0899	0	0	0	0	0	0	0
HMGB3P31	0	0	0	0	0	0	0	0	0	0.0645
MYO18B-AS1	0	0	0.0836	0	0	0	0	0	0.0091	0
FAM242A	0	0.0332	0	0	0	0.0272	0	0	0	0.0536
RPS7P3	0.8601	1.8412	1.6417	0.4233	0.5976	0.5031	0.5481	14.098	0.3969	5.7525
HNRNPA1P36	0.3731	0.5218	0.1108	0.1028	0.3226	0.1222	0.3883	0.6397	0.3616	0.4417
PGM5P4-AS1	0	0.0588	0.3493	0.0405	0.1113	0.0482	0.3061	0.0776	0.0475	0.0158
PHKA1-AS1	0.3575	0.119	0	0	0.0644	0.0976	0.0886	0.4715	0.0962	0.0641
MTND2P24	0	0.0883	0	0	0.2389	0	0	0	0	0
HS1BP3-IT1	0.1188	1.3052	0.7053	0.2455	3.7228	0.2918	0.4415	0.9399	2.6857	8.2452
DPY19L1P2	1.2462	0.8559	1.1562	0.8049	1.6836	1.148	0.9265	1.9516	0.5032	2.1375
MTND2P22	0	0	0	0	0	0	0	0	0	0
HNRNPA1P9	0	0.1499	0.4455	0	0.7297	0.0614	0	0.0495	0.1212	0.1211
GNAI2P2	0	0	0	0	0	0	0.0578	0	0	0
RPL17P29	0	0	0.2035	0	0.0741	0	0.1019	0.2711	0.1107	0.0737
LINC02818	0.8075	1.0084	0	0.1391	0.2182	0.3306	0.1501	0.9319	0.163	0.5432
MMADHC-DT	0.0797	0.0498	0.3404	0.0275	0.0916	0.0327	0.0889	0.1841	0.0805	0.2629
CT69	0.0205	0.1436	0.2743	0	0.0444	0.0504	0	1.5299	0.0497	0.2652
FAM238B	0	0	0.0822	0	0.0598	0	0	0	0	0
RPL7L1P12	0	0	0	0	0.0528	0	0.0727	0.2579	0	0.0526
MCF2L2P1	3.0233	1.5101	0	0.7439	0.4668	0.1768	0.4817	0.2848	0.872	0.2324
LINC00415	0	0	0	0	0	0.9391	0.1218	0	0	0
LINC01787	0	0	0	0	0	0	0.0266	0	0	0.0385
OFD1P3Y	0	0	0	0	0	0	0	0.06	0	0.7347
PPP1R2B	0.0957	0.0637	0.0947	0.044	0.1207	0.2351	0.0474	0.0631	0.0773	0.5493
ANXA2P2	4.6811	14.3779	10.061	8.0385	13.1393	15.7908	19.6344	64.1323	9.5917	103.5067
EP300-AS1	2.651	3.2714	4.3985	0.2149	2.8652	0.5108	1.3912	1.9538	2.2668	1.3427
RPL7AP76	0.3557	0	0	0.1634	0.1282	0.2913	0	0.391	0.7661	0.2552
LRRC8C-DT	0.3154	0.5707	0.7951	0.123	0.3345	0.346	0.5221	0.1805	0.5527	0.3042
CLCN3P1	0.1077	0.3226	0.3573	0.0393	0.1917	0.4408	0.6262	0.071	0.1637	0.1704
LINC01880	0	0.0909	0.5401	0	0.1475	0	0	0	0.0367	0.465
ZNF736P12Y	0	0	0	0	0	0	0	0	0	0
CAP1P2	1.0116	0.3537	1.0512	0	0.2733	1.7395	1.2409	1.0673	0.5718	1.1431
DNMT3L-AS1	0	0	0	0	0	0	0	0	0	0
HSPE1P25	0.2839	0	0	0	0.1534	0	0.2111	0.1872	0.2293	0.6112
LEF1-AS1	0.0938	0.4098	0.1392	0.1131	0.0697	0.3167	0.5577	0.0232	0.5301	0.082
FAAHP1	0.4029	0.3163	4.1447	3.014	2.5042	1.7205	1.2625	0.3416	0.5346	0.0774
LINC01807	0	1.4992	0.0543	0	0	0.03	0.0272	0	0	0.0591
LSM12P1	7.5143	15.2553	10.2558	0.835	4.1262	13.9938	7.4787	2.6374	4.8937	7.2395
PRKD3-DT	0	0.4238	0.8397	0.2922	0.0764	0.1158	0	0	0.1142	0.3805
ELOCP15	0	0	0	0	0	0	0	0	0	0
MAGEB6B	0	0	0	0	0	0	0	0	0	0
RPL21P29	1.1804	1.7687	1.3142	3.3545	1.4352	1.9332	0.5485	0.4865	0.8341	1.4292
DEFT1P2	0	0	0	0	0	0	0	0	0	0
SCAND3	7.3701	1.1253	7.8949	0.752	3.4732	0.143	0.2857	0.8753	4.2593	0.0376
PSMD10P3	0	0	0	0	0	0	0	0.1049	0	0.0856
SILC1	0.0187	0.0435	0.0231	0	0.005	0.0025	0.0116	0.0021	0.005	0.0067
LINC01798	0.0728	0.0364	0.2163	0	0.1083	0.0895	0.0406	0.06	0.0588	0.1862
HNRNPCP9	0	0	0.8621	0	0	0	0	0	0	0.3572
NPM1P34	0	0	0	0	0.1294	0.0653	0.0593	0.0526	0	0.3436
SLC4A1APP1	0.3551	0.3548	0	0.3262	0.064	0.3878	0.352	0.7026	0	1.1467
USP9YP33	0	0	0	0	0	0	0	0	0	0
LINC01063	4.0956	5.5235	0.304	6.6309	0.5533	2.0123	0.4567	1.6205	0.4961	0.6612
RPS29P28	0	0	0	0	0	0	0	0	0	0
TMEM253	0.066	0.0989	0.245	0.0682	0.4281	0.3244	0.1227	1.0665	0.1866	0.7638
MRPL35P2	3.3471	0.418	0.6211	0	0.9797	0.9136	1.2442	0.7357	1.0136	0.3752
LINC01031	0.848	0.353	0	0.0243	0.0955	0	0.0788	0.5825	0	0.1141
LINC01697	0	0.0351	12.8404	0	8.6751	0.3735	0.3391	0.3239	12.4111	1.4445
LARGE-IT1	0	0	0	0	0	0	0	0	0	0.0687
RPS6KA2-IT1	1.3539	0.6148	0.5482	0.0848	0.3326	0.9071	0.366	0.8928	0.2982	0.1987
RPL31P7	0.1885	0.3767	0.5598	0	0.1019	0	0.1402	1.9891	0.1522	1.0145
LINC01104	0	0.4436	0	0	0.0114	0	0	0	0	0
HCFC2P1	0	0	0.1329	0	0	0	0	0	0	0
POLR2DP1	0	0.1691	0.5026	0	0	0	0	0	0	0.0911
PNLIPP1	0	0	0	0	0.0571	0	0	0	0	0
DCST1-AS1	16.7324	5.1965	0.3861	6.5104	0.7965	8.5903	7.3478	2.1724	0.4201	0.9331
YPEL5P1	0	0	0	0	0	0.159	0	0	0	0
VPS51P2	0.2002	0.4	1.4859	0	0.2164	0.6557	0	0	0.1617	0
ZNF584-DT	14.6408	7.3963	7.0283	1.48	3.7418	7.5316	2.6514	8.348	3.4527	6.5656
LINC01653	0	0	0	0	0	0	0	0	0	0
MTCO3P2	0	0	0	0	0	0.6825	0	0.2748	0	0
RFX3-DT	1.095	2.8714	3.9284	0.5343	1.8985	1.7559	0.8141	1.6848	0.5895	12.816
RPL32P28	0	0	0.533	0	0	0	0	0	0	0.2898
VN1R54P	0.2038	0.1357	0	0	0	0	0	0	0	0
TMA7	39.7929	14.5633	11.7965	57.1578	8.2839	36.5821	31.2123	32.3054	8.5896	23.7371
TEX50	0	0	0	0	0	0	0	0	0	0
NPLP1	0	0	0	0	0	0	0	0.0887	0	0
LINC00384	0	0.0623	0.0154	0	0.0056	0	0.0077	0.0069	0.0084	0.0112
BACH1-AS1	1.054	0.7289	0.6018	0	0.3943	5.1121	1.2658	0.6415	0.1309	0.3927
MCTS1	13.6716	11.819	11.7748	13.7202	7.4955	16.9422	13.0929	16.9306	11.0567	11.7429
DYTN	31.3921	0	0	0	0.0138	0.0209	0	0	0	0
MTCO3P45	0	0	0	0	0	0	0	0	0	0
NCOA7-AS1	0	0.1421	0.4223	0.098	0.1537	0.1165	0	0	0	0
NDFIP2-AS1	0	0	0	0	0	0	0	0	0.1335	0
IMPDH1P10	0.0462	0.6925	0.1372	0	0.05	0.0378	0.0687	0.0305	0	0.1492
RPS15AP12	3.1224	5.5045	1.636	1.8981	5.5584	5.8658	2.731	5.8136	5.488	5.4362
DUXAP7	0	0.4133	0.4607	0	0.0559	0.1694	0.0769	0	0.2506	0.0557
IFNWP5	0	0	0	0	0	0	0	0	0	0
LINC00867	0.0515	0.0171	0.0764	0.0118	0.0278	0	0	0.0113	0.0416	0.0092
RPS25P9	0	0	0	0	0	0	0.2102	0.1865	0	0.7609
PSAT1P2	0	0	0.1088	0	0	0.06	0	0	0	0
FMO11P	0	0	0	0	0	0.0426	0	0	0	0
FERP1	0.0899	0.9875	0.5337	0	0.2428	0	0.1336	1.1852	0.2177	0.4352
ST13P4	0.9128	0.4559	0.8712	0.1797	1.3037	0.4271	0.6786	0.6019	0.9478	1.6491
MTCYBP15	0	0	0	0	0	0	0	0	0	0
C11orf98P1	0	0	1.3308	0	0	0	0	0	0	0
RAB9BP1	0	0	0	0	0	0	0	0	0	0
RAP2C-AS1	1.2285	1.9806	2.1307	0.3436	0.9334	3.5757	1.8538	0.5775	0.9037	0.5825
USP12-AS1	0	0	0	0	0	0	0	0.7014	0	0.2862
RPLP1P13	0	0.2381	0	0	0.1288	0.5855	0	0	0	0.1283
LINC01873	0	0.4664	0	0.0292	0.1606	0	0	0.5598	0	0
P2RY10BP	0	0	0.2318	0	0	0	0	0.0515	0	0
LINC00708	0	0.0739	0	0	0	0	0	0	0	0.0398
OR2H5P	0	0.1534	0	0	0.0415	0	0	0	0	0
MTND4P24	1.077	0.538	3.7309	0.1237	1.2611	0.294	0.2669	55.3979	1.4496	107.8043
MTATP6P29	0	0	0	0	0.2918	0	0	0.356	0	0
CNOT7P2	0	0	0	0	0	0.0701	0	0	0	0.1383
TERF1P7	2.9016	2.7248	3.2738	0	1.3485	0.8079	0.604	1.1098	0.8436	0.687
FTH1P7	6.8424	15.6054	8.0497	33.7098	14.4419	15.3293	7.9665	5.108	11.7811	10.3516
LINC02181	0	0.0325	0.0482	0	0.0527	0	0.0121	0	0.0394	0.0087
KIF26B-AS1	0	0.1758	0	0.1212	0.0475	0.2161	0.0654	1.2183	0	0.2841
TOMM22P2	0.3007	0	0	0	0	0	0	0.3966	0	0
MTCO2P34	0	0	0	0	0	0	0	0	0	0
RPL3P8	0.0598	0.1195	0	0	0.097	0	0.2224	0.0395	0	0.2254
CHORDC1P1	0.0727	0.7264	0.5398	0.1002	0.3144	1.0123	0.9191	0.1918	0.0587	0.1565
SLC25A6P2	0.1625	0.4059	0.3619	0.056	0.2196	0.0665	0	0.1608	0.1312	0.1749
TET1P1	0	0	0.1379	0	0	0	0	0	0	0
CDY18P	0	0	0	0	0	0	0	0	0	0
LINC01701	0	0	0	0	0	0	0	0.1042	0	0
OR2L6P	0.0758	0	0	0	0	0	0	0	0	0
IGHV3-43	0.821	64.3021	1.7064	4.8645	0.4437	6.1853	30.2753	0.4331	1.7239	30.4854
FTLP8	0	0	0	0	0.4327	0.2186	0	0	0.2155	0.1436
CNN2P10	0	0	0.2305	0	0	0	0	0	0	0
LINC01047	0	0	0.2237	0	0.0407	0	0	0	0	0.2432
ARSFP1	0	0	0	0	0	0	0	0.2956	0	0
RPL36AP16	0.8964	0	0.3327	0.6176	0.2422	0	0.1666	1.9211	0.362	1.6884
LINC00865	3.5445	3.6734	0.5369	4.7261	0.1368	2.2213	1.0846	0.1511	0.2921	0.1881
